,mileage,s_max,s_min
6908,32.57220628,1.044507673,-1.000041471
6909,28.62606374,1.000039674,-1
6910,29.0303078,1.000039336,-1.000039004
6911,20.44289569,1.000039465,-1.000039471
6912,29.67139316,1.000040967,-1.000040808
6913,35.55941602,0.806937692,-1
6914,23.94801741,1,-1.000040825
6915,32.70519318,1.000040162,-1.000005253
6916,26.26842104,1.000040324,-1.000005506
6917,27.63534305,1.000039705,-1.000619153
6918,34.41418086,1.000038088,-1.000037766
6919,22.53367822,1.000038147,-1.000037666
6920,36.73612741,1.00004697,-1.000005388
6921,25.37488278,1.00004056,-1.000005708
6922,32.36783332,1.000039762,-0.996796842
6923,32.96275936,1.000039707,-1.000039215
6924,28.76079105,1.000038187,-1.000396557
6925,27.91685313,1.000011913,-1.000038782
6926,28.5073344,1.000039069,-0.999996544
6927,27.10163428,1.0000398,-1.00003868
6928,26.43926472,1.006583239,-1.000038964
6929,32.29960376,1.000042381,-1.000063999
6930,31.26619768,1.000042638,-0.998596145
6931,23.65120214,1.000042365,-1.000042915
6932,31.33821916,1.00003561,-1.000036315
6933,32.0529109,1.000035279,-1.000034849
6934,32.77513669,1.000035405,-1.000035351
6935,29.55470284,1.000034571,-1.000034865
6936,31.70477675,1,-1.000035618
6937,26.81312494,1.003617822,-1.000035994
6938,28.39400503,1.000036281,-1.000007624
6939,25.73281948,1.000032883,-1.000002313
6940,22.5651209,1.000032466,-1.000006746
6941,28.09754428,1.000032214,-1.000031133
6942,29.06957644,1.000031463,-1.00003071
6943,25.86500401,1.000031402,-1.002155328
6944,34.63360441,1.000305067,-0.976472752
6945,28.34460377,1.000031026,-1.009623221
6946,27.55954893,1.000030413,-1.000299358
6947,25.19673457,1.000030891,-1.000004363
6948,29.40748587,1.000030881,-1.007424995
6949,32.31168757,1,-0.843549593
6950,31.93347491,1.000031361,-1.000031688
6951,32.49597962,1.000030516,-0.963226101
6952,26.10356216,1.000029801,-1.000029195
6953,25.36357572,1.000031995,-1.000031828
6954,35.23036743,0.943264519,-1.000031453
6955,33.2846773,0.793266732,-1.000004317
6956,27.20017044,1.007156635,-1.004635958
6957,25.75901223,1.00002682,-1.00002645
6958,30.28566172,1,-1.000026302
6959,20.6156244,1.000025426,-1.000026845
6960,19.29149067,1.000027917,-1.000008463
6961,29.69336309,1.013524305,-1.000026475
6962,25.27059597,1.000026168,-0.999969812
6963,28.08077189,1.000025429,-1.000005344
6964,28.29389689,1.000026493,-0.752327133
6965,31.50176053,1.000025555,-1.000024546
6966,26.27222283,1.000024925,-1.000025255
6967,25.3884688,1.00002405,-1.000005274
6968,27.5293795,1.000024875,-1.000003773
6969,28.3770713,1,-0.828669308
6970,29.62518528,1.00002524,-0.99989495
6971,26.44867024,1.000024704,-1.000024616
6972,28.34662468,1.000024587,-0.953116718
6973,25.54817024,1.000022804,-1.000000679
6974,29.48398598,1.0000228,-1.000022633
6975,31.43408537,1.000021428,-1.0000215
6976,28.3069654,1.000043596,-1.000043203
6977,27.90397269,1.000037475,-1.000038533
6978,36.64503989,1.000037162,-1.000052453
6979,30.59912834,0.868730255,-1.0000321
6980,21.09205713,1.000042629,-1.000042938
6981,26.76271565,1.000041866,-1.000003615
6982,32.80107727,1.000042091,-1.000043151
6983,30.30232689,1.000042363,-1.000042452
6984,29.13875863,1.000044047,-1.000044152
6985,29.06153611,1.000043557,-1.002206638
6986,29.13314818,1.000862472,-0.753171196
6987,20.53937487,1.000043288,-1.000043034
6988,28.88274086,1.000043402,-1
6989,27.73128391,1,-1.000042827
6990,31.85423006,1.000042309,-1.004591397
6991,29.44017482,1.000041818,-1
6992,25.40781634,1.000045955,-1.000009579
6993,30.79084657,1.000045326,-1.000006301
6994,28.7828206,1.007002268,-1.000041261
6995,29.36027595,1.000040992,-1.000040444
6996,27.16804429,0.886468171,-1.000040385
6997,20.41011073,1.000039044,-1.012283015
6998,26.31191989,1.000039011,-1.00003869
6999,23.90839644,1.000038586,-1.000005755
7000,30.17261244,1.000038411,-0.999853149
7001,29.14213481,1.000036469,-1.000036719
7002,26.90146621,1.00004161,-1.000041775
7003,29.00977614,0.777035466,-0.998171555
7004,29.03220011,1.000035582,-1.000035826
7005,29.84620731,1.000035729,-1.000035321
7006,31.17041885,1,-0.879684605
7007,31.21987473,1.000035322,-1
7008,28.01238412,1.000040143,-1.000040468
7009,23.73196548,1.00003605,-1.000036539
7010,26.83418349,1.006483813,-1.000035238
7011,28.25619346,1.000035898,-1
7012,21.75831311,0.969623986,-1.000037283
7013,29.73990909,1.000033941,-1.035020786
7014,14.03764945,1.000033198,-1.000032873
7015,27.42865746,1.000031827,-1.006631196
7016,35.86663643,1.000036529,-1.000036221
7017,36.28444895,1,-1.000036982
7018,26.85924231,1.000031644,-1.000030782
7019,19.32756132,1.00003174,-1.000032203
7020,28.90503298,1.00003077,-1.000031059
7021,24.96782368,1.000042245,-1.000042089
7022,30.37460156,0.970204086,-1.000012579
7023,28.76200508,1.000044852,-1.000008692
7024,38.20313277,1.000044393,-1.005453887
7025,27.54902875,1.000039001,-1.01393244
7026,26.34374545,1.000043814,-1.000039879
7027,23.3289213,1.000044023,-1.000013424
7028,31.98157162,1.00004079,-1.000040159
7029,32.22197232,1.023224536,-1
7030,31.29035754,1.000038022,-1.000037971
7031,30.09341832,1.000037339,-1.000037437
7032,34.19030905,1.00003635,-1.000036703
7033,31.07813081,1.000036326,-1.000035497
7034,29.59135899,1.000035227,-1.000004026
7035,25.87289755,1.000034862,-1.000035364
7036,24.74385322,1.000035084,-1.000035134
7037,30.20626592,1.003435905,-1.000034184
7038,34.29819958,1.000031539,-1
7039,35.27416447,1.006988733,-1.000030652
7040,26.99204959,1.000033055,-1.000048967
7041,22.2751063,1.000031736,-1.003550332
7042,27.12955959,1,-1.000026182
7043,41.38986869,1.000025787,-1.000025868
7044,27.37278334,1.000026306,-1.000025082
7045,23.56468387,1.000189327,-1.00139304
7046,30.2540799,1.000045847,-1.000045447
7047,33.58953126,1.000043753,-1.011042068
7048,34.5101048,1.000039341,-1.000039974
7049,30.45007192,1.000040604,-1.001358055
7050,28.66840832,1.000041153,-1.008939092
7051,26.00578798,1.000038948,-1.000040892
7052,27.103393,1.001086052,-1
7053,27.57916671,1,-1
7054,30.13213394,1,-1
7055,26.70377449,1.000605585,-1
7056,22.06386039,1,-1
7057,32.08638331,1,-1.001744077
7058,31.61910377,1,-1
7059,34.77936319,0.856290491,-1.001036775
7060,32.50806688,1,-1
7061,31.7417597,1,-1
7062,26.13840484,1,-1
7063,31.06567578,1,-1.003713586
7064,36.19496792,1,-1
7065,30.76933494,1,-0.999999977
7066,26.02495376,1,-1
7067,18.42947847,1.000396753,-1.000104668
7068,17.36342507,0.65518417,-1.003347386
7069,29.27159752,1,-1
7070,24.57123032,1,-0.999999997
7071,31.1964462,1,-1
7072,33.97083838,1,-1
7073,28.35134934,1.000054212,-1.000692623
7074,31.83603483,1.000052658,-1
7075,29.49063049,1.000045119,-1.000045444
7076,30.91086932,1.000038862,-1.000040986
7077,32.58124202,1.024746443,-1.000036225
7078,31.88776207,1.000032671,-1
7079,25.21738261,1.000029924,-1.000028359
7080,21.21978138,1.000025991,-1.000025937
7081,30.27363347,1.002393374,-1
7082,36.18461237,1,-1
7083,33.64838567,1.000040999,-1
7084,19.70700751,1.000041646,-1.000041634
7085,24.84163979,1.000040779,-1.000040297
7086,31.09169952,1.000040149,-1.000040276
7087,34.21213487,1.000039764,-1.003182673
7088,35.26883,1.003714699,-1.000040062
7089,30.4297796,1.000041053,-1.000041144
7090,31.61065753,1.004392266,-1.00004953
7091,29.67055254,1.000038424,-1.000005774
7092,30.2946249,1.000032663,-1.000028708
7093,27.57269462,1.00002695,-1.013688781
7094,21.91410145,1.000049641,-1.000010576
7095,40.25350894,1.009993799,-1.004211399
7096,23.21813875,1,-1
7097,29.55907955,1,-1
7098,30.08783371,1,-1
7099,31.74219008,0.999384341,-0.999480544
7100,33.33416055,1,-1
7101,24.5195822,1,-1
7102,26.6116204,1,-1
7103,29.2771874,1,-1
7104,24.12513681,1,-1
7105,24.99269261,1,-1.003404092
7106,28.42071511,0.917529804,-1
7107,28.16966472,0.999999027,-1
7108,27.69327807,0.806104062,-1
7109,31.71157856,1.005148279,-1
7110,28.76782012,1,-1.001220499
7111,31.09091808,1,-1
7112,35.5429103,1,-1
7113,30.11457808,1,-1
7114,25.66696029,1,-1
7115,36.82287074,1,-0.999999877
7116,21.5769706,1.000161015,-1.004220706
7117,22.87489047,1.020237166,-1.010362864
7118,35.01015693,1.000095496,-1
7119,26.27852235,1.000129358,-1.014558379
7120,32.3079568,1.000194761,-1.005860753
7121,28.46760457,1.000191049,-1.000032156
7122,25.5885023,1.000032381,-1.000032051
7123,23.02603085,1.000030764,-1.000030892
7124,29.12242364,1.000027891,-1.000027308
7125,29.42807711,1.000027042,-1.000026184
7126,30.63466053,0.952274324,-1.000026254
7127,36.07676968,1.000025922,-0.850760932
7128,34.95244522,1.000026393,-1.000025754
7129,20.58700332,1.002602439,-1.000025881
7130,30.16533284,1.000025946,-1.000025625
7131,35.12509353,1.000025154,-1.000024918
7132,33.96024518,1.000024998,-0.998915611
7133,32.53199682,1.000023911,-1.000024245
7134,19.65767403,1.000022875,-1.011158482
7135,22.16007292,1.00002379,-1.000844189
7136,30.91202093,1,-1.000022782
7137,37.0932951,1.000022,-1.000022041
7138,35.73679041,0.993457712,-1
7139,35.20499686,1,-1.000005623
7140,31.51675875,1.000030332,-1.000025524
7141,15.43811074,1.000023684,-1.007354045
7142,28.69636697,1.000043912,-1.000043704
7143,34.99894917,1.000044251,-1.000043489
7144,32.17932201,1.000044231,-1.000043782
7145,36.76943207,1.000049241,-1.000048521
7146,34.81099157,1.000041669,-1.000041446
7147,27.7459703,1.000041727,-1.000007236
7148,31.9372727,1.004033299,-0.998579559
7149,33.71065338,1.00003975,-0.736781576
7150,31.11221287,1.000039857,-1.000039067
7151,25.09833096,1.000881376,-1.000039851
7152,34.86640073,1,-0.993319175
7153,35.61016869,1.000041732,-1
7154,35.93012957,1.000805518,-0.930012109
7155,26.19624724,1,-0.856642486
7156,33.57241076,0.798137298,-1.000046319
7157,28.49142125,1,-1
7158,31.29711085,1.000036511,-1.000037662
7159,36.14585043,1.000038012,-1
7160,25.65595827,1.000037816,-1.000037081
7161,28.53153783,1.000036443,-1.001092433
7162,32.41225481,1.000036063,-0.912229223
7163,33.47713566,1,-0.99990005
7164,33.11253254,1.000036103,-1
7165,33.87607487,1,-1
7166,33.45129928,1.000034373,-1.000033555
7167,31.91675982,1.000034167,-1.00003444
7168,31.96285253,1.000033899,-1.000033797
7169,39.84302573,0.99864407,-0.999991395
7170,28.76194617,1.000032148,-1.000031889
7171,27.39817862,1.000281669,-1.00003079
7172,31.06004466,1.002967467,-0.807853085
7173,30.07056155,1.000030315,-1.000030483
7174,28.55726476,1.000891311,-1.000029535
7175,29.14538983,1.000029427,-0.995861682
7176,31.12997677,1.000029984,-1.000029058
7177,27.28923182,1.000928969,-1.000029594
7178,29.16535653,1.000030701,-1.000004118
7179,32.71544662,1.000029379,-0.999214941
7180,30.48232384,1.000028376,-1.000028483
7181,30.67728942,1.006394643,-1.000027158
7182,29.67870833,1.000027445,-1.000026835
7183,21.35233682,1.000008692,-1.000028449
7184,32.47787035,1.000028287,-1.000028011
7185,33.52066869,1.000027479,-1.000027242
7186,36.08284205,0.991488667,-1.00980492
7187,26.66148296,1.000024132,-1.000029953
7188,28.92749886,1.000028473,-1.00004601
7189,25.13983897,1.000044545,-1.009987787
7190,28.45412624,1.000045252,-1.00004569
7191,40.75766007,0.956529113,-1
7192,35.80180219,1.000045534,-1.000006417
7193,46.39664717,0.951035876,-1.000046317
7194,37.68965207,1,-1
7195,28.52557881,1.000039832,-1.00004048
7196,31.90934526,1.000039804,-1.000039729
7197,36.41542267,1.000038891,-0.885635842
7198,30.26171454,1.000532767,-1.000038803
7199,32.7922773,1.000038558,-1.000038532
7200,37.02363541,1,-1.000040216
7201,29.07393535,1.000039438,-1.000038755
7202,34.79023148,1.000040788,-1
7203,25.37894556,1.000038579,-1.017501786
7204,35.70616262,1.000039407,-1.000038252
7205,23.74369225,1.000036701,-1.006227185
7206,21.49582918,1.014080852,-1.000037137
7207,24.26749891,1.005288599,-1.000037885
7208,28.53881344,1.000036902,-1.000733925
7209,33.89994319,1.000034137,-0.964036127
7210,25.04240075,1.000031486,-1.000004696
7211,28.26278751,1.000046733,-1.000004036
7212,29.8713882,1.014740359,-1.000004321
7213,23.10486874,1.000096628,-1.000007673
7214,29.87162879,1.000029472,-1.000028553
7215,22.81881625,1.000029224,-1.000003932
7216,34.01111622,1.0000285,-0.968288745
7217,31.7888135,1.000027338,-1.000026991
7218,25.88402564,1.000026529,-1.00468915
7219,32.18304457,1.00002647,-0.891442195
7220,29.86629855,1.000025457,-1.000025644
7221,29.01975368,1.000025102,-1.000024904
7222,29.31102848,1.000024826,-1.000024389
7223,26.98971258,1.000024559,-1.00002442
7224,25.89384098,1.000024734,-1.000024435
7225,35.54959012,1.000024728,-1
7226,34.94824408,1.000024335,-1
7227,29.80964264,1.000023911,-1.000023691
7228,33.45680435,1.000023082,-1
7229,19.48438528,0.842214866,-1.000006886
7230,24.87355009,1.001115893,-1.000021784
7231,35.15065596,1.000043461,-1.004768145
7232,33.63613407,1.000132172,-1.000038846
7233,30.32154045,1.000477951,-1.000032962
7234,30.65636117,1.000336747,-1.002538208
7235,37.50667727,1.000048678,-0.9973001
7236,31.218214,1.00001477,-1.000048053
7237,30.00881262,1.000044409,-1.023347301
7238,33.475515,0.779824999,-0.959224377
7239,28.75136812,1,-1
7240,26.00142247,1.000042219,-1.000041907
7241,32.67427223,1,-1
7242,30.1335087,1,-1.00890632
7243,27.98363097,1,-0.993031289
7244,33.18280973,1,-1
7245,32.17447772,1,-1
7246,33.17862059,1,-1
7247,28.95092094,1,-1
7248,27.50392721,1,-1
7249,30.03904234,1.000155253,-1
7250,41.36766349,1,-1
7251,31.91227473,0.756826296,-1.125663662
7252,25.90782982,1,-1
7253,23.4522973,1,-1
7254,29.20711174,1,-1.007664613
7255,29.64099429,1,-1
7256,25.03071531,1,-1
7257,32.47527696,1,-1
7258,32.01328621,1.000038483,-1
7259,30.84320935,1,-0.99999999
7260,28.18787925,1,-1
7261,35.32864397,1,-1
7262,34.63266897,1,-1
7263,19.45956534,1,-1
7264,33.25717413,1,-1
7265,29.459849,1,-1.012813755
7266,35.65365437,1,-1.009975068
7267,40.93420901,1,-1
7268,32.38885453,1,-1.002500177
7269,27.54914735,1,-1
7270,33.6046397,1,-1
7271,31.58004406,1,-1
7272,29.45789498,1.000217397,-1
7273,29.84160892,0.712822551,-1
7274,26.1491196,1,-0.999999997
7275,35.66380134,1,-0.951217613
7276,29.74916758,1,-0.979861416
7277,22.22324521,1,-1
7278,31.34321473,1.008302949,-1
7279,30.76233389,1,-1
7280,26.09008286,1,-1
7281,27.35498557,1,-0.999999999
7282,29.22475874,1,-1
7283,37.5305194,1,-0.898236994
7284,34.07649943,1,-1.004320653
7285,35.44282894,1,-1
7286,29.47455307,1,-1
7287,30.61748133,1,-1
7288,31.71211258,1,-0.999891841
7289,37.45881218,1,-1
7290,29.31073211,1,-0.999994194
7291,31.51909137,1,-1
7292,27.8232903,1,-1
7293,26.89747186,1,-1
7294,30.22711204,0.998034009,-1
7295,25.93525889,0.99410379,-1
7296,17.91769772,1,-1
7297,10.34658459,1,-1
7298,25.47540551,1,-1
7299,31.53747119,1,-0.999630151
7300,26.60070343,0.973636816,-0.534352367
7301,27.91277626,1.006497926,-0.982334756
7302,33.5683827,1,-0.999999688
7303,28.98681703,1,-1
7304,29.05172966,0.965755374,-0.99999995
7305,32.94923651,1,-0.999999997
7306,16.42385066,1,-1
7307,28.69865682,1.000965693,-0.911757473
7308,28.33527376,1,-1
7309,24.26103288,1,-1
7310,34.53626553,1,-1
7311,31.19634838,0.875015011,-1
7312,22.1427738,0.441427765,-1.001671851
7313,25.04869672,1.013958522,-1
7314,34.25319318,1,-1
7315,28.62895294,1,-1
7316,37.63379893,1,-1
7317,34.94011481,1,-1
7318,33.49637687,1,-1
7319,31.12095067,1,-1
7320,26.91098665,1,-1
7321,31.00224101,1,-1
7322,34.46733352,1,-1
7323,33.96936225,1,-1
7324,35.03748685,1,-1
7325,23.36308599,1,-1
7326,26.75455184,1,-1
7327,24.54625151,1,-1.000018377
7328,31.15566452,1,-1
7329,30.75271849,1,-1
7330,18.60447759,1,-1
7331,27.77246454,1,-0.999999998
7332,33.91008543,1,-1
7333,28.06548102,1,-1
7334,32.96132191,1,-0.999347621
7335,34.2249375,1,-1
7336,28.09759741,1,-1
7337,31.42043425,1,-1
7338,16.13838607,1,-1.035484487
7339,22.61633544,1,-1
7340,25.18264224,1,-1
7341,23.27611298,1.000074,-1.000378406
7342,32.10246014,1.000082158,-1
7343,29.91847263,1,-1
7344,31.58025677,1,-0.999999992
7345,28.21061755,1,-1
7346,37.26520907,1,-1
7347,27.63493309,1.002657078,-1
7348,18.02877573,1.000011532,-1
7349,20.5588181,1,-1.001459313
7350,13.75819311,1,-1.001172913
7351,32.95755934,1,-1.002043412
7352,36.1563429,1,-1
7353,31.25471541,1,-1
7354,26.20875229,1.000320418,-1.002547188
7355,29.8614708,1,-0.99999982
7356,31.10381665,1,-1
7357,33.4273386,1,-1
7358,28.54289486,1,-1
7359,30.3014543,1,-1
7360,29.97070497,1,-1
7361,25.76189201,1,-1
7362,26.47939209,1,-0.999999999
7363,36.39785858,0.790306597,-1
7364,30.22484529,1,-1
7365,27.18357456,0.944885387,-1
7366,28.13797931,1,-1
7367,21.73706869,1,-1
7368,25.89585682,1,-1
7369,32.27416134,1,-1
7370,30.08656349,0.999740765,-1
7371,28.01079535,1,-1
7372,21.89954359,0.720785476,-1
7373,18.47358345,1,-1
7374,23.3568458,1,-1
7375,34.64517089,1,-1
7376,36.75562623,1,-1
7377,37.89776637,1,-1
7378,32.6350477,1,-1
7379,34.44436878,0.730537985,-1.003618252
7380,37.68712205,1,-1
7381,41.43668013,1,-1.001491522
7382,36.5551972,1,-1
7383,38.5079239,1,-1
7384,31.49033681,1,-1
7385,35.49915323,1,-1
7386,16.1105747,1,-0.999999999
7387,34.19246743,1.001431874,-1
7388,27.95511559,1,-1.000126574
7389,28.75446739,1,-1
7390,32.47081595,1,-1
7391,30.00101064,1,-1
7392,23.4809835,1,-1
7393,30.65759394,1,-1
7394,26.18774382,1,-1
7395,27.59854615,1,-1.00145972
7396,26.80679643,1.004407954,-1
7397,26.71503416,1,-1
7398,28.71169798,1,-1
7399,32.05932296,1,-0.999999944
7400,31.80231281,1,-0.999999948
7401,34.17793002,1,-1
7402,25.00190763,1,-1
7403,34.26876303,1.00001404,-1
7404,33.24679443,1,-1
7405,25.23974559,1,-1.000033363
7406,25.90230968,1.00188573,-1
7407,27.09700086,1,-1
7408,21.56914754,1,-1.000414249
7409,25.99065443,1,-1
7410,25.35403464,1,-0.999999995
7411,30.96961856,1,-0.851146803
7412,33.5484892,0.946756261,-0.792368111
7413,31.1328197,1,-1
7414,29.62623389,1,-1
7415,30.75296101,1,-1
7416,29.51846399,1,-1
7417,35.28502852,1,-1
7418,37.60046069,1,-1
7419,28.59250487,1,-1
7420,33.47590597,1,-1
7421,30.91042188,1,-1
7422,35.79989803,1,-1
7423,35.68003697,1,-1
7424,40.04600476,1,-1
7425,36.34347609,1,-1
7426,32.71358439,1,-1
7427,33.46974087,1,-1
7428,37.68397776,1,-1
7429,33.13588606,1,-1
7430,31.35315407,1,-1
7431,28.69751162,1,-1
7432,32.66428367,1,-1
7433,31.59518874,1,-1
7434,19.10073142,1,-1
7435,25.27412352,1.000122226,-1
7436,29.83426687,1,-1
7437,31.43758919,1,-1
7438,25.72982846,1,-1
7439,22.53398026,1,-1
7440,15.16458027,1.000285629,-1
7441,26.75291434,1,-1
7442,35.05695145,1,-1
7443,28.77652406,0.856356998,-0.789057096
7444,25.46567353,1,-1
7445,29.30197314,1.009497533,-1
7446,29.40213931,1,-1.00011339
7447,32.77770795,1,-1
7448,29.36100045,1,-1
7449,35.69680939,1.003813031,-1
7450,36.87434279,1.001480667,-1
7451,35.4288667,1,-1
7452,31.522215,1,-1
7453,35.31439407,1,-1
7454,28.92312261,1,-1
7455,29.28054802,1,-1
7456,26.44399819,1,-1.002296474
7457,25.99054318,1,-1.001419691
7458,21.84020138,1,-0.999999999
7459,30.77174113,1,-1
7460,31.43766403,1,-1
7461,23.57511311,1,-1
7462,29.92549732,1,-1
7463,28.70148769,1,-1
7464,22.91729949,1,-1
7465,34.34079158,1,-1.002432761
7466,29.24393398,1,-0.99999905
7467,34.1282028,1,-0.914689143
7468,30.60150793,1,-1
7469,28.89872526,1,-1
7470,24.46117049,1,-1
7471,29.73523577,1,-1.000511348
7472,27.08342655,1,-1
7473,31.59797747,1.009739735,-1
7474,37.55107982,1,-1
7475,37.59119321,1,-1
7476,38.26190872,1,-1
7477,32.15942185,1,-1
7478,33.36360579,1,-0.999999997
7479,38.40276241,1,-1
7480,38.08826009,1,-1
7481,38.22058753,1,-1
7482,39.59602034,1,-1
7483,31.44690933,1,-0.974293302
7484,30.13389274,1,-1
7485,28.4343924,1,-1
7486,30.11612934,1,-1
7487,34.59134614,1,-1
7488,27.0594565,1,-1
7489,34.79952485,1,-1
7490,29.51779464,1,-1
7491,26.29922734,1,-1
7492,26.8889935,1,-1
7493,29.17976248,1.004046205,-1
7494,24.79134511,1,-1.018691971
7495,26.88783774,1,-1
7496,43.81037943,1,-1
7497,42.3655681,1,-1
7498,27.11986196,1.002358406,-1
7499,33.08594568,1.005597123,-1
7500,32.77122626,1,-1
7501,33.85524311,1,-1
7502,30.32965441,1,-1.015579686
7503,36.87683365,1,-0.832440997
7504,24.92142063,1,-1
7505,8.423561551,1.000043849,-1
7506,20.3154809,1,-1
7507,28.78959298,1,-1
7508,25.57739829,1,-1
7509,31.22089291,1,-1
7510,32.93211764,1,-1
7511,29.89318135,1,-1
7512,30.44668212,1,-1
7513,36.48159535,1,-1
7514,31.7016243,0.890771618,-1
7515,27.30706393,1,-1
7516,23.60728896,1,-1
7517,22.80621985,1,-1.006907053
7518,30.80373131,1.003501697,-1
7519,27.10620879,1,-1
7520,34.88316126,1,-1
7521,36.77037767,1.003802255,-1
7522,24.30031724,1.001384383,-1
7523,27.70527931,1,-1
7524,37.45298477,1,-1
7525,35.58744042,1,-1.016555505
7526,28.22016555,1,-1
7527,34.90946636,1.000361649,-1
7528,29.39959197,1,-1
7529,30.12382833,1,-1.028388178
7530,28.84023539,1,-1
7531,29.45984801,1,-1
7532,31.89949698,1,-1
7533,31.83064948,1,-1
7534,31.28320305,1,-1
7535,24.84259619,1,-1
7536,30.72724095,1,-1
7537,34.97205486,1,-1
7538,34.99454822,1,-1
7539,40.22996815,1,-1
7540,31.09489626,1,-1
7541,33.32011698,1,-1
7542,31.64600805,1,-1.000679497
7543,37.30471403,1,-0.900812689
7544,15.1938354,0.999999998,-1
7545,28.2292618,1,-1.005094593
7546,33.98101955,1.003490293,-1
7547,29.74281402,1,-1
7548,35.36828275,1,-1
7549,33.19415398,1,-1
7550,34.34007955,1,-1
7551,32.95640148,1,-1
7552,36.44362368,1,-1.002930761
7553,34.28048919,1,-1
7554,38.18415479,1,-1
7555,34.29619308,1.030484602,-1
7556,32.7952527,1.003636647,-0.997524076
7557,33.79363745,1,-1
7558,33.09058287,1,-1
7559,30.9698068,1,-1
7560,25.70118348,1,-1
7561,27.45461991,1,-1
7562,31.09734087,1,-0.999999996
7563,30.54404691,1,-1
7564,38.62598519,1.003921196,-1
7565,30.01278122,1,-1.000697524
7566,23.74681046,1,-1
7567,28.82407397,1,-1.010032137
7568,28.82517603,1.001457369,-0.999999996
7569,30.5927775,1,-1.000004742
7570,27.23983586,1.001071725,-1
7571,33.86004774,0.921186852,-1
7572,25.76488882,1.000041644,-1.000336054
7573,19.22822355,1.000042843,-1.00238168
7574,28.18549788,1.030192241,-1
7575,21.98462522,1,-1.001186375
7576,26.07750742,1,-1
7577,19.47512877,1.000174607,-1.007977272
7578,27.87166638,1.000140816,-1
7579,36.98916934,1,-1
7580,27.95575885,1,-1
7581,34.93381501,1,-0.979991698
7582,27.64936013,1,-1
7583,30.29226221,1,-1
7584,30.55528619,1,-0.989985545
7585,24.03636579,1,-1
7586,27.8349041,1,-1
7587,27.68635651,1,-1
7588,30.44148943,1,-1
7589,24.60975609,1.008354746,-1.003209078
7590,30.01032675,1,-1
7591,31.37391229,1.006931118,-1
7592,23.58640174,1,-1
7593,32.7900498,1,-0.999350158
7594,16.99003741,1,-1.009930343
7595,36.01546775,1,-1
7596,34.03150702,1,-1
7597,36.67565109,1,-0.99637076
7598,30.0564006,1,-1
7599,35.21499637,1,-1
7600,37.76145704,0.773583608,-1
7601,23.14884489,1.000002512,-1
7602,35.80779296,1,-1
7603,31.83738184,1.003781899,-1
7604,33.66908926,1,-1
7605,33.17774504,0.979985874,-1
7606,30.4047044,1,-1.003399857
7607,29.77930016,0.726086791,-1
7608,29.76968096,1,-1
7609,38.97599832,1,-1
7610,31.83080502,1,-1
7611,33.28862282,1,-1
7612,23.38850928,1,-1.000641024
7613,33.58385758,1,-1
7614,27.37537721,1,-1
7615,29.24030946,1,-1
7616,28.43047125,1,-1
7617,31.06663646,1,-1.001801488
7618,28.01559038,1,-1
7619,26.6548633,1,-1
7620,37.40864359,1,-1
7621,29.02838851,1,-1
7622,30.44482509,1,-1
7623,32.08457606,1,-1
7624,29.50372012,1,-1.020478086
7625,22.74108494,1,-1
7626,28.53517471,1,-1.009929283
7627,35.71496684,1,-1
7628,27.44973977,1.002956943,-1
7629,28.61065033,1,-1
7630,28.21120191,1,-1
7631,31.06333439,1,-1
7632,20.64009365,1,-1
7633,27.70915963,1,-1
7634,29.57543769,1,-1
7635,28.17548383,1,-1
7636,26.79115707,1,-1.000222969
7637,27.32895631,1,-1
7638,32.50948445,1.003277962,-1
7639,28.91348991,1,-1
7640,31.35932281,1,-1.00048156
7641,33.21543263,1,-1
7642,19.98899917,1,-1.008573917
7643,30.85174606,1,-1
7644,28.24038931,0.947812977,-1
7645,24.84861734,1,-1
7646,24.28366743,1,-1.026133851
7647,20.91237997,1,-1
7648,26.98043086,1.027637599,-1
7649,27.28164091,1,-1.019290566
7650,29.82968277,1.000044277,-1
7651,31.49861997,1,-1
7652,26.67875566,1,-1
7653,30.81487348,0.848132697,-1
7654,28.41154354,1,-1
7655,24.85130691,1,-1
7656,27.99411349,1,-1
7657,31.6331555,1.004170229,-1
7658,27.78661364,1,-1
7659,30.34871002,1,-1
7660,28.94249801,0.83102218,-1.000395375
7661,23.0416757,1.009948063,-1
7662,24.50722232,1,-1.006466188
7663,39.88087449,1,-1
7664,36.46950441,1,-1
7665,35.90410735,1,-1
7666,40.73204731,1,-0.999994563
7667,41.97850587,1.000041471,-0.987085153
7668,38.86081761,1,-0.99748535
7669,33.21534709,1.000035969,-1
7670,29.43058237,1.020837846,-1
7671,30.59561663,1,-1
7672,25.8106868,1,-1.000918853
7673,29.60132273,1,-1
7674,20.57944128,0.670376553,-0.999999931
7675,21.57615345,1,-1.000629842
7676,26.34918591,1,-1
7677,24.09727693,1,-1
7678,32.8590183,1,-1
7679,28.96691161,1,-1
7680,24.66849376,1.000265005,-1
7681,33.75054581,0.999999988,-1
7682,33.28114596,1,-1
7683,29.24828882,1,-1
7684,34.96796993,1,-1
7685,33.24060217,1,-0.961203849
7686,26.44945623,1,-1
7687,30.69467339,1,-1
7688,21.31709138,1.007720822,-1
7689,30.25834722,1,-1
7690,38.54042453,1,-1
7691,37.8718037,1,-1
7692,32.18882858,1,-1
7693,30.53488447,1,-0.916608372
